trans_id,account_id,Date,Type,operation,amount,balance,Purpose,bank,account_partern_id
3562690,977,2017-12-31,Credit,Interest Credit,131,35098.5,Interest Credited,,
3563501,998,2017-12-31,Credit,Interest Credit,267,71774.4,Interest Credited,,
3565963,1076,2017-12-31,Credit,Interest Credit,88,32136.2,Interest Credited,,
3565841,1073,2017-12-31,Credit,Interest Credit,117,27713,Interest Credited,,
3565029,1048,2017-12-31,Credit,Interest Credit,92,22124.4,Interest Credited,,
3564086,1016,2017-12-31,Credit,Interest Credit,213,48788.4,Interest Credited,,
3565112,1050,2017-12-31,Credit,Interest Credit,131,33375,Interest Credited,,
3565229,1053,2017-12-31,Credit,Interest Credit,128,28859.1,Interest Credited,,
3564138,1017,2017-12-31,Credit,Interest Credit,268,47964.9,Interest Credited,,
656135,2242,2017-12-31,Withdrawal,Withdrawal in cash,30,34438.9,Payment on Statement,,
655663,2241,2017-12-31,Withdrawal,Withdrawal in cash,15,27676.4,Payment on Statement,,
696767,2382,2017-12-31,Withdrawal,Withdrawal in cash,15,25071.4,Payment on Statement,,
696116,2379,2017-12-31,Withdrawal,Withdrawal in cash,15,28594.1,Payment on Statement,,
694533,2375,2017-12-31,Withdrawal,Withdrawal in cash,15,40878.4,Payment on Statement,,
695512,2378,2017-12-31,Withdrawal,Withdrawal in cash,15,24810.1,Payment on Statement,,
696187,2379,2017-12-31,Withdrawal,Withdrawal in cash,1900,26694.1,,,
3592133,1865,2017-12-31,Credit,Interest Credit,115,25668.1,Interest Credited,,
3591221,1837,2017-12-31,Credit,Interest Credit,205,50152.2,Interest Credited,,
3591444,1844,2017-12-31,Credit,Interest Credit,104,24920.1,Interest Credited,,
3589931,1809,2017-12-31,Credit,Interest Credit,86,18869.8,Interest Credited,,
3590115,1813,2017-12-31,Credit,Interest Credit,175,46626.3,Interest Credited,,
3591828,1856,2017-12-31,Credit,Interest Credit,68,15575.7,Interest Credited,,
3591733,1852,2017-12-31,Credit,Interest Credit,109,24350,Interest Credited,,
3590906,1830,2017-12-31,Credit,Interest Credit,128,27042.5,Interest Credited,,
3592332,1874,2017-12-31,Credit,Interest Credit,108,26273.6,Interest Credited,,
3592012,1861,2017-12-31,Credit,Interest Credit,205,41307.1,Interest Credited,,
3592838,1891,2017-12-31,Credit,Interest Credit,121,27819.1,Interest Credited,,
3590836,1829,2017-12-31,Credit,Interest Credit,104,20225.3,Interest Credited,,
3592520,1879,2017-12-31,Credit,Interest Credit,74,17775.6,Interest Credited,,
3590652,1826,2017-12-31,Credit,Interest Credit,185,38037.3,Interest Credited,,
3593541,1909,2017-12-31,Credit,Interest Credit,98,22475.7,Interest Credited,,
3590034,1811,2017-12-31,Credit,Interest Credit,152,38826.1,Interest Credited,,
3590259,1816,2017-12-31,Credit,Interest Credit,110,24389.6,Interest Credited,,
3592596,1882,2017-12-31,Credit,Interest Credit,98,25688.4,Interest Credited,,
3591073,1834,2017-12-31,Credit,Interest Credit,210,40971.2,Interest Credited,,
3593474,1908,2017-12-31,Credit,Interest Credit,30,26333.2,Interest Credited,,
3593280,1902,2017-12-31,Credit,Interest Credit,167,39647,Interest Credited,,
3593123,1898,2017-12-31,Credit,Interest Credit,100,24913.5,Interest Credited,,
3593020,1896,2017-12-31,Credit,Interest Credit,107,23200.9,Interest Credited,,
3592899,1892,2017-12-31,Credit,Interest Credit,115,28127.1,Interest Credited,,
3590766,1828,2017-12-31,Credit,Interest Credit,175,33410.7,Interest Credited,,
3591667,1851,2017-12-31,Credit,Interest Credit,110,29437.4,Interest Credited,,
3592392,1875,2017-12-31,Credit,Interest Credit,75,17603.6,Interest Credited,,
3590196,1815,2017-12-31,Credit,Interest Credit,153,32332.1,Interest Credited,,
3590478,1822,2017-12-31,Credit,Interest Credit,117,27246.9,Interest Credited,,
3591584,1848,2017-12-31,Credit,Interest Credit,132,27760.2,Interest Credited,,
3590965,1831,2017-12-31,Credit,Interest Credit,123,29477.7,Interest Credited,,
3592698,1887,2017-12-31,Credit,Interest Credit,124,27665.2,Interest Credited,,
3590560,1824,2017-12-31,Credit,Interest Credit,158,38210.4,Interest Credited,,
3590365,1820,2017-12-31,Credit,Interest Credit,161,33765.9,Interest Credited,,
3590716,1827,2017-12-31,Credit,Interest Credit,115,27425,Interest Credited,,
3592464,1877,2017-12-31,Credit,Interest Credit,134,31865.4,Interest Credited,,
3593628,1912,2017-12-31,Credit,Interest Credit,100,23099.2,Interest Credited,,
3591372,1843,2017-12-31,Credit,Interest Credit,131,26527.8,Interest Credited,,
3618903,2671,2017-12-31,Credit,Interest Credit,108,25178.6,Interest Credited,,
3617384,2627,2017-12-31,Credit,Interest Credit,23,15127.9,Interest Credited,,
3621027,2738,2017-12-31,Credit,Interest Credit,86,19259.8,Interest Credited,,
3619565,2694,2017-12-31,Credit,Interest Credit,176,40550.8,Interest Credited,,
3617513,2632,2017-12-31,Credit,Interest Credit,161,32807.7,Interest Credited,,
3619052,2676,2017-12-31,Credit,Interest Credit,162,34274.4,Interest Credited,,
3618229,2651,2017-12-31,Credit,Interest Credit,345,90408.5,Interest Credited,,
3619798,2700,2017-12-31,Credit,Interest Credit,202,47560,Interest Credited,,
3618981,2673,2017-12-31,Credit,Interest Credit,183,37837.8,Interest Credited,,
3617790,2641,2017-12-31,Credit,Interest Credit,236,51303.7,Interest Credited,,
3620233,2713,2017-12-31,Credit,Interest Credit,107,23843.6,Interest Credited,,
3620176,2712,2017-12-31,Credit,Interest Credit,131,32403.6,Interest Credited,,
3620936,2736,2017-12-31,Credit,Interest Credit,115,27768.9,Interest Credited,,
3617141,2620,2017-12-31,Credit,Interest Credit,104,28733.7,Interest Credited,,
3618063,2647,2017-12-31,Credit,Interest Credit,185,41302.9,Interest Credited,,
3618127,2649,2017-12-31,Credit,Interest Credit,143,35379.6,Interest Credited,,
3620730,2732,2017-12-31,Credit,Interest Credit,100,24221.4,Interest Credited,,
3618840,2670,2017-12-31,Credit,Interest Credit,224,41100.2,Interest Credited,,
3619863,2701,2017-12-31,Credit,Interest Credit,134,30257.4,Interest Credited,,
3618590,2664,2017-12-31,Credit,Interest Credit,166,34368.6,Interest Credited,,
3617270,2623,2017-12-31,Credit,Interest Credit,118,28555.1,Interest Credited,,
3617976,2645,2017-12-31,Credit,Interest Credit,129,31165.7,Interest Credited,,
3617695,2639,2017-12-31,Credit,Interest Credit,179,43090.4,Interest Credited,,
3620785,2733,2017-12-31,Credit,Interest Credit,91,22063.2,Interest Credited,,
3620111,2711,2017-12-31,Credit,Interest Credit,144,33037.8,Interest Credited,,
3619713,2697,2017-12-31,Credit,Interest Credit,112,25698.8,Interest Credited,,
3619974,2705,2017-12-31,Credit,Interest Credit,132,30470.7,Interest Credited,,
3618660,2666,2017-12-31,Credit,Interest Credit,100,24285.8,Interest Credited,,
3619628,2695,2017-12-31,Credit,Interest Credit,260,68357.4,Interest Credited,,
3618487,2662,2017-12-31,Credit,Interest Credit,99,22237.9,Interest Credited,,
3618718,2667,2017-12-31,Credit,Interest Credit,73,17406.8,Interest Credited,,
3617627,2638,2017-12-31,Credit,Interest Credit,222,45030.5,Interest Credited,,
3619320,2687,2017-12-31,Credit,Interest Credit,120,25064,Interest Credited,,
3618332,2654,2017-12-31,Credit,Interest Credit,100,24026.5,Interest Credited,,
3677045,6555,2017-12-31,Credit,Interest Credit,142,29432,Interest Credited,,
3681348,1012,2017-12-31,Credit,Interest Credit,260,65791,Interest Credited,,
3673684,5952,2017-12-31,Credit,Interest Credit,295,74589.1,Interest Credited,,
3682146,5256,2017-12-31,Credit,Interest Credit,297,78755.2,Interest Credited,,
3673995,6030,2017-12-31,Credit,Interest Credit,206,43798.5,Interest Credited,,
3676613,6472,2017-12-31,Credit,Interest Credit,368,73764.6,Interest Credited,,
3682703,9337,2017-12-31,Credit,Interest Credit,48,5846.8,Interest Credited,,
3674063,6040,2017-12-31,Credit,Interest Credit,140,32124.7,Interest Credited,,
3677744,6701,2017-12-31,Credit,Interest Credit,289,79885.7,Interest Credited,,
3682377,6118,2017-12-31,Credit,Interest Credit,402,76826.5,Interest Credited,,
3675987,6363,2017-12-31,Credit,Interest Credit,191,41600.2,Interest Credited,,
3680386,7133,2017-12-31,Credit,Interest Credit,108,25192.4,Interest Credited,,
3677873,6738,2017-12-31,Credit,Interest Credit,212,34573.9,Interest Credited,,
3682276,5927,2017-12-31,Credit,Interest Credit,81,18723.9,Interest Credited,,
3673362,5891,2017-12-31,Credit,Interest Credit,228,56796.4,Interest Credited,,
3675103,6226,2017-12-31,Credit,Interest Credit,271,59587.7,Interest Credited,,
3682935,10451,2017-12-31,Credit,Interest Credit,67,18452.3,Interest Credited,,
3673873,5991,2017-12-31,Credit,Interest Credit,174,42765.9,Interest Credited,,
3681612,2572,2017-12-31,Credit,Interest Credit,130,50987.1,Interest Credited,,
3674588,6148,2017-12-31,Credit,Interest Credit,209,47959.2,Interest Credited,,
3676289,6425,2017-12-31,Credit,Interest Credit,144,33137.5,Interest Credited,,
3678946,6930,2017-12-31,Credit,Interest Credit,266,69947.6,Interest Credited,,
3675847,6353,2017-12-31,Credit,Interest Credit,228,50707.5,Interest Credited,,
3675358,6273,2017-12-31,Credit,Interest Credit,213,41387.9,Interest Credited,,
3678882,6924,2017-12-31,Credit,Interest Credit,198,37643.7,Interest Credited,,
3680275,7123,2017-12-31,Credit,Interest Credit,268,78664.3,Interest Credited,,
3680739,7190,2017-12-31,Credit,Interest Credit,134,24137.6,Interest Credited,,
2357088,7774,2017-12-31,Withdrawal,Withdrawal in cash,100,45956.9,Payment on Statement,,
2350030,7753,2017-12-31,Withdrawal,Withdrawal in cash,15,29956.8,Payment on Statement,,
2355687,7769,2017-12-31,Withdrawal,Withdrawal in cash,15,68555.5,Payment on Statement,,
2699959,8934,2017-12-31,Withdrawal,Withdrawal in cash,15,25372.3,Payment on Statement,,
2707569,8957,2017-12-31,Withdrawal,Withdrawal in cash,15,43940.7,Payment on Statement,,
2733225,9041,2017-12-31,Withdrawal,Withdrawal in cash,15,52773.5,Payment on Statement,,
2722027,9006,2017-12-31,Withdrawal,Withdrawal in cash,30,49939.6,Payment on Statement,,
2715908,8982,2017-12-31,Withdrawal,Withdrawal in cash,15,46398.9,Payment on Statement,,
2730974,9034,2017-12-31,Withdrawal,Withdrawal in cash,15,32929.1,Payment on Statement,,
2722080,9006,2017-12-31,Withdrawal,Withdrawal in cash,24500,49969.6,,,
3437718,433,2017-12-31,Credit,Interest Credit,227,21380.8,Interest Credited,,
3439581,904,2017-12-31,Credit,Interest Credit,189,46399.8,Interest Credited,,
3439702,942,2017-12-31,Credit,Interest Credit,100,22652.4,Interest Credited,,
3437855,493,2017-12-31,Credit,Interest Credit,270,65773.5,Interest Credited,,
3439637,908,2017-12-31,Credit,Interest Credit,104,25522.9,Interest Credited,,
3439853,964,2017-12-31,Credit,Interest Credit,143,32833.4,Interest Credited,,
3437656,432,2017-12-31,Credit,Interest Credit,117,28719.6,Interest Credited,,
3438599,604,2017-12-31,Credit,Interest Credit,137,35071.5,Interest Credited,,
3439971,974,2017-12-31,Credit,Interest Credit,215,55941,Interest Credited,,
3438375,574,2017-12-31,Credit,Interest Credit,206,34507.1,Interest Credited,,
3438690,624,2017-12-31,Credit,Interest Credit,295,56094.6,Interest Credited,,
3439913,969,2017-12-31,Credit,Interest Credit,139,32681.3,Interest Credited,,
3437369,381,2017-12-31,Credit,Interest Credit,172,34161.7,Interest Credited,,
3439378,774,2017-12-31,Credit,Interest Credit,156,38827.8,Interest Credited,,
3439207,741,2017-12-31,Credit,Interest Credit,135,30744.2,Interest Credited,,
3438796,699,2017-12-31,Credit,Interest Credit,327,71448.6,Interest Credited,,
3439156,740,2017-12-31,Credit,Interest Credit,81,18465.1,Interest Credited,,
3438863,701,2017-12-31,Credit,Interest Credit,123,28153.2,Interest Credited,,
3438538,596,2017-12-31,Credit,Interest Credit,126,36049.8,Interest Credited,,
3437442,391,2017-12-31,Credit,Interest Credit,149,42751.5,Interest Credited,,
3439799,956,2017-12-31,Credit,Interest Credit,119,27880.7,Interest Credited,,
3437555,422,2017-12-31,Credit,Interest Credit,182,50284.7,Interest Credited,,
3438280,562,2017-12-31,Credit,Interest Credit,133,32709,Interest Credited,,
3438046,540,2017-12-31,Credit,Interest Credit,189,48330.7,Interest Credited,,
3438998,716,2017-12-31,Credit,Interest Credit,139,42931.7,Interest Credited,,
3437504,419,2017-12-31,Credit,Interest Credit,118,28031.9,Interest Credited,,
3439061,730,2017-12-31,Credit,Interest Credit,276,79463.1,Interest Credited,,
3438114,551,2017-12-31,Credit,Interest Credit,98,20335.1,Interest Credited,,
3438947,709,2017-12-31,Credit,Interest Credit,123,12502.1,Interest Credited,,
3437919,523,2017-12-31,Credit,Interest Credit,223,55247.2,Interest Credited,,
3580337,1515,2017-12-31,Credit,Interest Credit,283,67760.4,Interest Credited,,
3579628,1495,2017-12-31,Credit,Interest Credit,268,45968.7,Interest Credited,,
3581852,1566,2017-12-31,Credit,Interest Credit,136,30523.3,Interest Credited,,
3579740,1497,2017-12-31,Credit,Interest Credit,125,31160.2,Interest Credited,,
3579158,1481,2017-12-31,Credit,Interest Credit,78,18834.5,Interest Credited,,
3580997,1536,2017-12-31,Credit,Interest Credit,118,25235.3,Interest Credited,,
3579801,1499,2017-12-31,Credit,Interest Credit,128,29730.7,Interest Credited,,
3581786,1565,2017-12-31,Credit,Interest Credit,118,27787,Interest Credited,,
3580395,1516,2017-12-31,Credit,Interest Credit,92,22601.1,Interest Credited,,
3578588,1467,2017-12-31,Credit,Interest Credit,218,44203.5,Interest Credited,,
3580253,1513,2017-12-31,Credit,Interest Credit,176,38081.2,Interest Credited,,
3579403,1487,2017-12-31,Credit,Interest Credit,96,23263.5,Interest Credited,,
3581962,1570,2017-12-31,Credit,Interest Credit,82,18880.6,Interest Credited,,
3582096,1575,2017-12-31,Credit,Interest Credit,108,25211.7,Interest Credited,,
3579304,1485,2017-12-31,Credit,Interest Credit,250,47891.5,Interest Credited,,
3580857,1534,2017-12-31,Credit,Interest Credit,120,30008.7,Interest Credited,,
3581623,1559,2017-12-31,Credit,Interest Credit,284,73919.1,Interest Credited,,
3578994,1477,2017-12-31,Credit,Interest Credit,74,15341.2,Interest Credited,,
3581481,1554,2017-12-31,Credit,Interest Credit,57,24985,Interest Credited,,
3578923,1476,2017-12-31,Credit,Interest Credit,105,24488.9,Interest Credited,,
3578646,1468,2017-12-31,Credit,Interest Credit,76,17493,Interest Credited,,
3580096,1509,2017-12-31,Credit,Interest Credit,118,25366.5,Interest Credited,,
3580926,1535,2017-12-31,Credit,Interest Credit,130,33196.7,Interest Credited,,
3581432,1552,2017-12-31,Credit,Interest Credit,265,51208.1,Interest Credited,,
3580189,1512,2017-12-31,Credit,Interest Credit,171,41889.6,Interest Credited,,
3578737,1470,2017-12-31,Credit,Interest Credit,189,46894.2,Interest Credited,,
3580013,1507,2017-12-31,Credit,Interest Credit,223,44144.5,Interest Credited,,
3579566,1493,2017-12-31,Credit,Interest Credit,109,24120.3,Interest Credited,,
3581165,1544,2017-12-31,Credit,Interest Credit,216,52907.7,Interest Credited,,
3578374,1458,2017-12-31,Credit,Interest Credit,191,40550.8,Interest Credited,,
3581233,1545,2017-12-31,Credit,Interest Credit,130,29420.7,Interest Credited,,
919336,3133,2017-12-31,Withdrawal,Withdrawal in cash,15,49370.9,Payment on Statement,,
917373,3127,2017-12-31,Credit,Credit in cash ,5600,26428.9,,,
917307,3127,2017-12-31,Withdrawal,Withdrawal in cash,15,26414.3,Payment on Statement,,
920546,3136,2017-12-31,Withdrawal,Withdrawal in cash,15,27892.5,Payment on Statement,,
919706,3134,2017-12-31,Withdrawal,Withdrawal in cash,15,45143.7,Payment on Statement,,
920062,3135,2017-12-31,Withdrawal,Withdrawal in cash,15,41781.4,Payment on Statement,,
917992,3129,2017-12-31,Withdrawal,Withdrawal in cash,15,24323,Payment on Statement,,
963398,3283,2017-12-31,Withdrawal,Withdrawal in cash,15,26297.8,Payment on Statement,,
961386,3275,2017-12-31,Withdrawal,Withdrawal in cash,15,26075.5,Payment on Statement,,
961891,3277,2017-12-31,Withdrawal,Withdrawal in cash,15,58329,Payment on Statement,,
965476,3289,2017-12-31,Withdrawal,Withdrawal in cash,15,32607.3,Payment on Statement,,
964699,3287,2017-12-31,Withdrawal,Withdrawal in cash,15,38390.9,Payment on Statement,,
963799,3284,2017-12-31,Withdrawal,Withdrawal in cash,15,17057.1,Payment on Statement,,
1064334,3636,2017-12-31,Withdrawal,Withdrawal in cash,15,28397.5,Payment on Statement,,
1065470,3640,2017-12-31,Withdrawal,Withdrawal in cash,15,25026.3,Payment on Statement,,
1068101,3649,2017-12-31,Withdrawal,Withdrawal in cash,15,51573.5,Payment on Statement,,
1066503,3644,2017-12-31,Withdrawal,Withdrawal in cash,15,22657.4,Payment on Statement,,
1747533,5927,2017-12-31,Withdrawal,Withdrawal in cash,15,18709.3,Payment on Statement,,
1754786,5952,2017-12-31,Withdrawal,Withdrawal in cash,23500,51074.5,,,
1779327,6034,2017-12-31,Withdrawal,Withdrawal in cash,30,62889.6,Payment on Statement,,
1766247,5991,2017-12-31,Withdrawal,Withdrawal in cash,15,42751.3,Payment on Statement,,
1754723,5952,2017-12-31,Withdrawal,Withdrawal in cash,15,74574.5,Payment on Statement,,
1764281,5984,2017-12-31,Withdrawal,Withdrawal in cash,15,62647,Payment on Statement,,
1730693,5868,2017-12-31,Withdrawal,Withdrawal in cash,15,6243.7,Payment on Statement,,
1777931,6030,2017-12-31,Withdrawal,Withdrawal in cash,15,43783.9,Payment on Statement,,
1736902,5891,2017-12-31,Withdrawal,Withdrawal in cash,15,56781.8,Payment on Statement,,
46372,154,2017-12-31,Withdrawal,Withdrawal in cash,15,39195.9,Payment on Statement,,
46000,153,2017-12-31,Withdrawal,Withdrawal in cash,15,24401.2,Payment on Statement,,
48973,163,2017-12-31,Withdrawal,Withdrawal in cash,15,28105.8,Payment on Statement,,
48525,162,2017-12-31,Withdrawal,Withdrawal in cash,15,25110.9,Payment on Statement,,
48196,161,2017-12-31,Withdrawal,Withdrawal in cash,15,21036.8,Payment on Statement,,
47786,160,2017-12-31,Withdrawal,Withdrawal in cash,15,34913.4,Payment on Statement,,
44460,148,2017-12-31,Withdrawal,Withdrawal in cash,15,23286.6,Payment on Statement,,
45299,151,2017-12-31,Withdrawal,Withdrawal in cash,15,23326.1,Payment on Statement,,
52058,173,2017-12-31,Withdrawal,Withdrawal in cash,15,27485.3,Payment on Statement,,
54846,183,2017-12-31,Withdrawal,Withdrawal in cash,15,22094,Payment on Statement,,
51345,172,2017-12-31,Withdrawal,Withdrawal in cash,15,49053.2,Payment on Statement,,
50293,168,2017-12-31,Withdrawal,Withdrawal in cash,15,21671,Payment on Statement,,
54091,180,2017-12-31,Withdrawal,Withdrawal in cash,30,-2294.2,Payment on Statement,,
49490,165,2017-12-31,Withdrawal,Withdrawal in cash,15,28377.1,Payment on Statement,,
26372,86,2017-12-31,Withdrawal,Withdrawal in cash,15,21405.7,Payment on Statement,,
23772,78,2017-12-31,Withdrawal,Withdrawal in cash,15,35732.9,Payment on Statement,,
25348,83,2017-12-31,Withdrawal,Withdrawal in cash,15,26427.9,Payment on Statement,,
22434,73,2017-12-31,Withdrawal,Withdrawal in cash,15,55655.1,Payment on Statement,,
21685,71,2017-12-31,Withdrawal,Withdrawal in cash,15,46722,Payment on Statement,,
24843,82,2017-12-31,Withdrawal,Withdrawal in cash,15,30301.8,Payment on Statement,,
32530,104,2017-12-31,Withdrawal,Withdrawal in cash,15,17725.1,Payment on Statement,,
27411,90,2017-12-31,Withdrawal,Withdrawal in cash,15,73421.4,Payment on Statement,,
31026,100,2017-12-31,Withdrawal,Withdrawal in cash,15,30444.8,Payment on Statement,,
29679,96,2017-12-31,Withdrawal,Withdrawal in cash,15,56436.5,Payment on Statement,,
38134,123,2017-12-31,Withdrawal,Withdrawal in cash,15,20201.8,Payment on Statement,,
35815,115,2017-12-31,Withdrawal,Withdrawal in cash,15,24761.6,Payment on Statement,,
33502,107,2017-12-31,Withdrawal,Withdrawal in cash,15,23090.1,Payment on Statement,,
35133,112,2017-12-31,Withdrawal,Withdrawal in cash,15,25144,Payment on Statement,,
37017,119,2017-12-31,Withdrawal,Withdrawal in cash,15,43448.5,Payment on Statement,,
36503,117,2017-12-31,Withdrawal,Withdrawal in cash,15,25001.9,Payment on Statement,,
41162,135,2017-12-31,Withdrawal,Withdrawal in cash,15,36908.7,Payment on Statement,,
39707,128,2017-12-31,Withdrawal,Withdrawal in cash,15,32965.6,Payment on Statement,,
38977,126,2017-12-31,Withdrawal,Withdrawal in cash,15,23968.6,Payment on Statement,,
39356,127,2017-12-31,Withdrawal,Withdrawal in cash,15,20425.8,Payment on Statement,,
42739,142,2017-12-31,Withdrawal,Withdrawal in cash,15,22418.1,Payment on Statement,,
43681,146,2017-12-31,Withdrawal,Withdrawal in cash,15,23932.2,Payment on Statement,,
896059,3053,2017-12-31,Withdrawal,Withdrawal in cash,15,36500.3,Payment on Statement,,
898625,3063,2017-12-31,Withdrawal,Withdrawal in cash,15,25826.1,Payment on Statement,,
897237,3056,2017-12-31,Withdrawal,Withdrawal in cash,15,17269.7,Payment on Statement,,
893895,3047,2017-12-31,Withdrawal,Withdrawal in cash,15,22926.8,Payment on Statement,,
899143,3064,2017-12-31,Withdrawal,Withdrawal in cash,15,31374.7,Payment on Statement,,
895020,3050,2017-12-31,Withdrawal,Withdrawal in cash,15,37252.5,Payment on Statement,,
499493,1701,2017-12-31,Withdrawal,Withdrawal in cash,15,69023,Payment on Statement,,
500538,1705,2017-12-31,Withdrawal,Withdrawal in cash,15,30463.3,Payment on Statement,,
502572,1713,2017-12-31,Withdrawal,Withdrawal in cash,15,23586.6,Payment on Statement,,
498717,1699,2017-12-31,Withdrawal,Withdrawal in cash,15,14327.7,Payment on Statement,,
556132,1892,2017-12-31,Withdrawal,Withdrawal in cash,15,28112.5,Payment on Statement,,
555697,1891,2017-12-31,Withdrawal,Withdrawal in cash,15,27804.5,Payment on Statement,,
553075,1882,2017-12-31,Withdrawal,Withdrawal in cash,15,25673.8,Payment on Statement,,
555764,1891,2017-12-31,Withdrawal,Withdrawal in cash,2300,25504.5,,,
552409,1880,2017-12-31,Withdrawal,Withdrawal in cash,15,37444.2,Payment on Statement,,
554408,1887,2017-12-31,Withdrawal,Withdrawal in cash,15,27650.6,Payment on Statement,,
557316,1896,2017-12-31,Withdrawal,Withdrawal in cash,15,23186.3,Payment on Statement,,
644893,2201,2017-12-31,Withdrawal,Withdrawal in cash,15,19274.9,Payment on Statement,,
640443,2186,2017-12-31,Withdrawal,Withdrawal in cash,15,24471.3,Payment on Statement,,
644197,2199,2017-12-31,Withdrawal,Withdrawal in cash,15,30054.7,Payment on Statement,,
641344,2189,2017-12-31,Withdrawal,Withdrawal in cash,15,38331.5,Payment on Statement,,
1838531,6226,2017-12-31,Withdrawal,Withdrawal in cash,30,59557.7,Payment on Statement,,
1804166,6118,2017-12-31,Withdrawal,Withdrawal in cash,30,76796.5,Payment on Statement,,
1853104,6273,2017-12-31,Withdrawal,Withdrawal in cash,15,41373.3,Payment on Statement,,
1784666,6051,2017-12-31,Withdrawal,Withdrawal in cash,15,24893.2,Payment on Statement,,
1781749,6040,2017-12-31,Withdrawal,Withdrawal in cash,15,32110.1,Payment on Statement,,
1814853,6148,2017-12-31,Withdrawal,Withdrawal in cash,15,47944.6,Payment on Statement,,
451273,1534,2017-12-31,Withdrawal,Withdrawal in cash,15,29994.1,Payment on Statement,,
454593,1544,2017-12-31,Withdrawal,Withdrawal in cash,15,52893.1,Payment on Statement,,
451705,1535,2017-12-31,Withdrawal,Withdrawal in cash,15,33182.1,Payment on Statement,,
453090,1539,2017-12-31,Withdrawal,Withdrawal in cash,100,7466.3,Payment on Statement,,
