trans_id,account_id,Date,Type,operation,amount,balance,Purpose,bank,account_partern_id
1040833,3558,2019-12-31,Withdrawal,Withdrawal in cash,15,110482.2,Payment on Statement,Sky Bank,
1043271,3567,2019-12-31,Withdrawal,Withdrawal in cash,15,43149.1,Payment on Statement,Sky Bank,
1044573,3571,2019-12-31,Withdrawal,Withdrawal in cash,15,30844.5,Payment on Statement,Sky Bank,
1041729,3562,2019-12-31,Withdrawal,Withdrawal in cash,15,90975.3,Payment on Statement,Sky Bank,
1044896,3572,2019-12-31,Withdrawal,Withdrawal in cash,15,24239.3,Payment on Statement,Sky Bank,
1041941,3563,2019-12-31,Withdrawal,Withdrawal in cash,15800,51921.5,,Sky Bank,
1043731,3569,2019-12-31,Withdrawal,Withdrawal in cash,15,22554.3,Payment on Statement,Sky Bank,
1045508,3575,2019-12-31,Withdrawal,Withdrawal in cash,15,32677.8,Payment on Statement,Sky Bank,
1041912,3563,2019-12-31,Withdrawal,Withdrawal in cash,15,51906.9,Payment on Statement,Sky Bank,
1041168,3559,2019-12-31,Withdrawal,Withdrawal in cash,15,38802,Payment on Statement,Sky Bank,
1042776,3566,2019-12-31,Withdrawal,Withdrawal in cash,15,15729.4,Payment on Statement,Sky Bank,
1043521,3568,2019-12-31,Withdrawal,Withdrawal in cash,15,21019.9,Payment on Statement,Sky Bank,
3563370,992,2019-12-31,Credit,Interest Credit,107,20002.7,Interest Credited,Sky Bank,
3564490,1029,2019-12-31,Credit,Interest Credit,234,42254.6,Interest Credited,Sky Bank,
3565865,1073,2019-12-31,Credit,Interest Credit,186,43140.2,Interest Credited,Sky Bank,
3564524,1030,2019-12-31,Credit,Interest Credit,114,27711.3,Interest Credited,Sky Bank,
3562467,968,2019-12-31,Credit,Interest Credit,102,19517.7,Interest Credited,Sky Bank,
3563395,993,2019-12-31,Credit,Interest Credit,42,35109.4,Interest Credited,Sky Bank,
3564407,1022,2019-12-31,Credit,Interest Credit,163,43020.2,Interest Credited,Sky Bank,
3564300,1019,2019-12-31,Credit,Interest Credit,228,52656.8,Interest Credited,Sky Bank,
3565795,1071,2019-12-31,Credit,Interest Credit,107,28620.4,Interest Credited,Sky Bank,
3563525,998,2019-12-31,Credit,Interest Credit,155,29830.9,Interest Credited,Sky Bank,
3562392,965,2019-12-31,Credit,Interest Credit,75,18966.7,Interest Credited,Sky Bank,
3562513,971,2019-12-31,Credit,Interest Credit,147,36021.4,Interest Credited,Sky Bank,
3565987,1076,2019-12-31,Credit,Interest Credit,189,45036.7,Interest Credited,Sky Bank,
3565937,1075,2019-12-31,Credit,Interest Credit,126,29651.3,Interest Credited,Sky Bank,
3564229,1018,2019-12-31,Credit,Interest Credit,74,17895.5,Interest Credited,Sky Bank,
3564110,1016,2019-12-31,Credit,Interest Credit,387,101681.2,Interest Credited,Sky Bank,
3563331,991,2019-12-31,Credit,Interest Credit,350,75670.9,Interest Credited,Sky Bank,
3564333,1020,2019-12-31,Credit,Interest Credit,117,27389.8,Interest Credited,Sky Bank,
3564162,1017,2019-12-31,Credit,Interest Credit,237,48211.4,Interest Credited,Sky Bank,
3565727,1070,2019-12-31,Credit,Interest Credit,180,31368.2,Interest Credited,Sky Bank,
3565695,1069,2019-12-31,Credit,Interest Credit,79,19912.3,Interest Credited,Sky Bank,
3563431,995,2019-12-31,Credit,Interest Credit,89,21559,Interest Credited,Sky Bank,
3562430,967,2019-12-31,Credit,Interest Credit,222,57322.9,Interest Credited,Sky Bank,
3565896,1074,2019-12-31,Credit,Interest Credit,288,74948.7,Interest Credited,Sky Bank,
3563125,987,2019-12-31,Credit,Interest Credit,151,43054.2,Interest Credited,Sky Bank,
3563225,989,2019-12-31,Credit,Interest Credit,71,15864.8,Interest Credited,Sky Bank,
3562774,978,2019-12-31,Credit,Interest Credit,192,44005.1,Interest Credited,Sky Bank,
3564985,1047,2019-12-31,Credit,Interest Credit,78,20936.6,Interest Credited,Sky Bank,
3565136,1050,2019-12-31,Credit,Interest Credit,269,76236.2,Interest Credited,Sky Bank,
3563691,1002,2019-12-31,Credit,Interest Credit,96,25284.3,Interest Credited,Sky Bank,
3562646,976,2019-12-31,Credit,Interest Credit,213,44086.4,Interest Credited,Sky Bank,
3565612,1067,2019-12-31,Credit,Interest Credit,286,58363,Interest Credited,Sky Bank,
3562844,979,2019-12-31,Credit,Interest Credit,165,36264.2,Interest Credited,Sky Bank,
3562714,977,2019-12-31,Credit,Interest Credit,297,74069,Interest Credited,Sky Bank,
3565493,1059,2019-12-31,Credit,Interest Credit,53,12650.2,Interest Credited,Sky Bank,
3563172,988,2019-12-31,Credit,Interest Credit,136,31679.3,Interest Credited,Sky Bank,
3564002,1011,2019-12-31,Credit,Interest Credit,274,68876.4,Interest Credited,Sky Bank,
3564029,1013,2019-12-31,Credit,Interest Credit,59,14324.1,Interest Credited,Sky Bank,
3565323,1054,2019-12-31,Credit,Interest Credit,143,25839.7,Interest Credited,Sky Bank,
3565198,1051,2019-12-31,Credit,Interest Credit,224,58383.8,Interest Credited,Sky Bank,
3563954,1009,2019-12-31,Credit,Interest Credit,314,54588.3,Interest Credited,Sky Bank,
3562587,973,2019-12-31,Credit,Interest Credit,152,31790.5,Interest Credited,Sky Bank,
3563913,1008,2019-12-31,Credit,Interest Credit,28,18477,Interest Credited,Sky Bank,
3564886,1045,2019-12-31,Credit,Interest Credit,103,26162.2,Interest Credited,Sky Bank,
3563886,1006,2019-12-31,Credit,Interest Credit,144,33316.9,Interest Credited,Sky Bank,
3563816,1005,2019-12-31,Credit,Interest Credit,378,92421.4,Interest Credited,Sky Bank,
3563014,984,2019-12-31,Credit,Interest Credit,178,46759.9,Interest Credited,Sky Bank,
3564642,1036,2019-12-31,Credit,Interest Credit,211,48069,Interest Credited,Sky Bank,
3563664,1000,2019-12-31,Credit,Interest Credit,316,83238.1,Interest Credited,Sky Bank,
3562328,963,2019-12-31,Credit,Interest Credit,198,49358,Interest Credited,Sky Bank,
3566017,1078,2019-12-31,Credit,Interest Credit,97,22822.4,Interest Credited,Sky Bank,
3562984,982,2019-12-31,Credit,Interest Credit,115,28694.2,Interest Credited,Sky Bank,
3563065,985,2019-12-31,Credit,Interest Credit,78,18818.8,Interest Credited,Sky Bank,
3564704,1038,2019-12-31,Credit,Interest Credit,75,18121.5,Interest Credited,Sky Bank,
3563746,1004,2019-12-31,Credit,Interest Credit,259,58253.7,Interest Credited,Sky Bank,
3565253,1053,2019-12-31,Credit,Interest Credit,102,27686.4,Interest Credited,Sky Bank,
3566080,1079,2019-12-31,Credit,Interest Credit,199,41166.8,Interest Credited,Sky Bank,
3565424,1057,2019-12-31,Credit,Interest Credit,74,16162.3,Interest Credited,Sky Bank,
3564772,1039,2019-12-31,Credit,Interest Credit,313,61847.3,Interest Credited,Sky Bank,
3562300,962,2019-12-31,Credit,Interest Credit,85,26302.8,Interest Credited,Sky Bank,
3563264,990,2019-12-31,Credit,Interest Credit,244,60073.5,Interest Credited,Sky Bank,
3565572,1062,2019-12-31,Credit,Interest Credit,257,57741.2,Interest Credited,Sky Bank,
3564930,1046,2019-12-31,Credit,Interest Credit,137,31999.3,Interest Credited,Sky Bank,
3564801,1040,2019-12-31,Credit,Interest Credit,228,24311.3,Interest Credited,Sky Bank,
3562913,981,2019-12-31,Credit,Interest Credit,292,58017.1,Interest Credited,Sky Bank,
3563097,986,2019-12-31,Credit,Interest Credit,105,23691.5,Interest Credited,Sky Bank,
3563718,1003,2019-12-31,Credit,Interest Credit,225,62990,Interest Credited,Sky Bank,
3564566,1031,2019-12-31,Credit,Interest Credit,133,32098.7,Interest Credited,Sky Bank,
3565454,1058,2019-12-31,Credit,Interest Credit,327,84438.2,Interest Credited,Sky Bank,
3565053,1048,2019-12-31,Credit,Interest Credit,74,18723.7,Interest Credited,Sky Bank,
3564854,1044,2019-12-31,Credit,Interest Credit,226,53152,Interest Credited,Sky Bank,
656159,2242,2019-12-31,Withdrawal,Withdrawal in cash,30,53242,Payment on Statement,Sky Bank,
652276,2228,2019-12-31,Withdrawal,Withdrawal in cash,15,78999.2,Payment on Statement,Sky Bank,
651804,2227,2019-12-31,Withdrawal,Withdrawal in cash,30,58745.2,Payment on Statement,Sky Bank,
651373,2226,2019-12-31,Withdrawal,Withdrawal in cash,15,42078.6,Payment on Statement,Sky Bank,
653957,2236,2019-12-31,Withdrawal,Withdrawal in cash,15,988.4,Payment on Statement,Sky Bank,
653667,2235,2019-12-31,Withdrawal,Withdrawal in cash,15,17721.5,Payment on Statement,Sky Bank,
654300,2237,2019-12-31,Withdrawal,Withdrawal in cash,15,49795.6,Payment on Statement,Sky Bank,
655189,2240,2019-12-31,Withdrawal,Withdrawal in cash,15,49376.8,Payment on Statement,Sky Bank,
654892,2239,2019-12-31,Withdrawal,Withdrawal in cash,15,29999.7,Payment on Statement,Sky Bank,
652698,2230,2019-12-31,Withdrawal,Withdrawal in cash,15,29926.5,Payment on Statement,Sky Bank,
655687,2241,2019-12-31,Withdrawal,Withdrawal in cash,15,50225,Payment on Statement,Sky Bank,
653228,2233,2019-12-31,Withdrawal,Withdrawal in cash,15,22987.1,Payment on Statement,Sky Bank,
653034,2232,2019-12-31,Withdrawal,Withdrawal in cash,15,20439.9,Payment on Statement,Sky Bank,
656491,2243,2019-12-31,Withdrawal,Withdrawal in cash,15,38263.9,Payment on Statement,Sky Bank,
694253,2374,2019-12-31,Withdrawal,Withdrawal in cash,1200,10429.6,,Sky Bank,
695159,2377,2019-12-31,Withdrawal,Withdrawal in cash,15,24570,Payment on Statement,Sky Bank,
691699,2363,2019-12-31,Withdrawal,Withdrawal in cash,15,27653.6,Payment on Statement,Sky Bank,
692314,2365,2019-12-31,Withdrawal,Withdrawal in cash,15,28165.6,Payment on Statement,Sky Bank,
696140,2379,2019-12-31,Withdrawal,Withdrawal in cash,15,14366.8,Payment on Statement,Sky Bank,
694612,2375,2019-12-31,Withdrawal,Withdrawal in cash,16800,57548.4,,Sky Bank,
694557,2375,2019-12-31,Withdrawal,Withdrawal in cash,15,74348.4,Payment on Statement,Sky Bank,
696791,2382,2019-12-31,Withdrawal,Withdrawal in cash,15,24976.1,Payment on Statement,Sky Bank,
695536,2378,2019-12-31,Withdrawal,Withdrawal in cash,15,91467,Payment on Statement,Sky Bank,
692735,2367,2019-12-31,Withdrawal,Withdrawal in cash,15,38388.6,Payment on Statement,Sky Bank,
694223,2374,2019-12-31,Withdrawal,Withdrawal in cash,15,10415,Payment on Statement,Sky Bank,
691989,2364,2019-12-31,Withdrawal,Withdrawal in cash,15,27050.3,Payment on Statement,Sky Bank,
3591245,1837,2019-12-31,Credit,Interest Credit,308,82239.9,Interest Credited,Sky Bank,
3592952,1893,2019-12-31,Credit,Interest Credit,236,42690.5,Interest Credited,Sky Bank,
3590790,1828,2019-12-31,Credit,Interest Credit,156,30033.8,Interest Credited,Sky Bank,
3593592,1910,2019-12-31,Credit,Interest Credit,261,66652.3,Interest Credited,Sky Bank,
3590584,1824,2019-12-31,Credit,Interest Credit,240,61739.4,Interest Credited,Sky Bank,
3592488,1877,2019-12-31,Credit,Interest Credit,149,35573.9,Interest Credited,Sky Bank,
3592620,1882,2019-12-31,Credit,Interest Credit,83,22051.7,Interest Credited,Sky Bank,
3591911,1858,2019-12-31,Credit,Interest Credit,114,27066.9,Interest Credited,Sky Bank,
3593078,1897,2019-12-31,Credit,Interest Credit,275,43293.4,Interest Credited,Sky Bank,
3591852,1856,2019-12-31,Credit,Interest Credit,105,24812.7,Interest Credited,Sky Bank,
3590333,1819,2019-12-31,Credit,Interest Credit,189,69900,Interest Credited,Sky Bank,
3592794,1889,2019-12-31,Credit,Interest Credit,128,30542.5,Interest Credited,Sky Bank,
3590139,1813,2019-12-31,Credit,Interest Credit,338,59472.4,Interest Credited,Sky Bank,
3592722,1887,2019-12-31,Credit,Interest Credit,109,25881,Interest Credited,Sky Bank,
3591468,1844,2019-12-31,Credit,Interest Credit,141,33504.9,Interest Credited,Sky Bank,
3589995,1810,2019-12-31,Credit,Interest Credit,174,39108.7,Interest Credited,Sky Bank,
3593365,1904,2019-12-31,Credit,Interest Credit,110,26718.7,Interest Credited,Sky Bank,
3591757,1852,2019-12-31,Credit,Interest Credit,59,14823.4,Interest Credited,Sky Bank,
3592080,1862,2019-12-31,Credit,Interest Credit,251,60593.7,Interest Credited,Sky Bank,
3593683,1913,2019-12-31,Credit,Interest Credit,156,37413.7,Interest Credited,Sky Bank,
3590434,1821,2019-12-31,Credit,Interest Credit,137,30532.2,Interest Credited,Sky Bank,
3591290,1838,2019-12-31,Credit,Interest Credit,186,42487.8,Interest Credited,Sky Bank,
3593730,1914,2019-12-31,Credit,Interest Credit,167,39982.7,Interest Credited,Sky Bank,
3590676,1826,2019-12-31,Credit,Interest Credit,170,39175.5,Interest Credited,Sky Bank,
3592544,1879,2019-12-31,Credit,Interest Credit,60,13508.8,Interest Credited,Sky Bank,
3593239,1901,2019-12-31,Credit,Interest Credit,142,21355.7,Interest Credited,Sky Bank,
3590621,1825,2019-12-31,Credit,Interest Credit,163,35281.7,Interest Credited,Sky Bank,
3593652,1912,2019-12-31,Credit,Interest Credit,117,29052.3,Interest Credited,Sky Bank,
3593304,1902,2019-12-31,Credit,Interest Credit,94,23246.9,Interest Credited,Sky Bank,
3591946,1859,2019-12-31,Credit,Interest Credit,89,18953.3,Interest Credited,Sky Bank,
3592157,1865,2019-12-31,Credit,Interest Credit,124,29968.3,Interest Credited,Sky Bank,
3590740,1827,2019-12-31,Credit,Interest Credit,120,29692.7,Interest Credited,Sky Bank,
3593334,1903,2019-12-31,Credit,Interest Credit,134,31730.6,Interest Credited,Sky Bank,
3592654,1886,2019-12-31,Credit,Interest Credit,152,22251.4,Interest Credited,Sky Bank,
3590058,1811,2019-12-31,Credit,Interest Credit,145,25639,Interest Credited,Sky Bank,
3593044,1896,2019-12-31,Credit,Interest Credit,267,24408.3,Interest Credited,Sky Bank,
3592923,1892,2019-12-31,Credit,Interest Credit,82,18951.3,Interest Credited,Sky Bank,
3593173,1899,2019-12-31,Credit,Interest Credit,23,10084.7,Interest Credited,Sky Bank,
3592036,1861,2019-12-31,Credit,Interest Credit,235,49858.6,Interest Credited,Sky Bank,
3592748,1888,2019-12-31,Credit,Interest Credit,137,44552.1,Interest Credited,Sky Bank,
3593396,1905,2019-12-31,Credit,Interest Credit,196,40510.6,Interest Credited,Sky Bank,
3593147,1898,2019-12-31,Credit,Interest Credit,76,19416,Interest Credited,Sky Bank,
3591145,1835,2019-12-31,Credit,Interest Credit,226,54529.6,Interest Credited,Sky Bank,
3589955,1809,2019-12-31,Credit,Interest Credit,169,31230.1,Interest Credited,Sky Bank,
3590220,1815,2019-12-31,Credit,Interest Credit,165,30116.9,Interest Credited,Sky Bank,
3591396,1843,2019-12-31,Credit,Interest Credit,97,24469.7,Interest Credited,Sky Bank,
3592416,1875,2019-12-31,Credit,Interest Credit,66,15099.8,Interest Credited,Sky Bank,
3590989,1831,2019-12-31,Credit,Interest Credit,105,25464.3,Interest Credited,Sky Bank,
3591608,1848,2019-12-31,Credit,Interest Credit,57,13755.8,Interest Credited,Sky Bank,
3590283,1816,2019-12-31,Credit,Interest Credit,70,17390.6,Interest Credited,Sky Bank,
3590389,1820,2019-12-31,Credit,Interest Credit,197,49076.2,Interest Credited,Sky Bank,
3591022,1832,2019-12-31,Credit,Interest Credit,168,37029.9,Interest Credited,Sky Bank,
3592356,1874,2019-12-31,Credit,Interest Credit,147,35472.8,Interest Credited,Sky Bank,
3591097,1834,2019-12-31,Credit,Interest Credit,224,52879.3,Interest Credited,Sky Bank,
3592982,1895,2019-12-31,Credit,Interest Credit,171,44233.5,Interest Credited,Sky Bank,
3590502,1822,2019-12-31,Credit,Interest Credit,120,29700.7,Interest Credited,Sky Bank,
3592862,1891,2019-12-31,Credit,Interest Credit,254,60549.8,Interest Credited,Sky Bank,
3593425,1906,2019-12-31,Credit,Interest Credit,197,55724,Interest Credited,Sky Bank,
3591522,1846,2019-12-31,Credit,Interest Credit,81,19678.3,Interest Credited,Sky Bank,
3593498,1908,2019-12-31,Credit,Interest Credit,97,24153.2,Interest Credited,Sky Bank,
3591555,1847,2019-12-31,Credit,Interest Credit,135,33039.2,Interest Credited,Sky Bank,
3591691,1851,2019-12-31,Credit,Interest Credit,142,36306.3,Interest Credited,Sky Bank,
3590930,1830,2019-12-31,Credit,Interest Credit,88,22561.1,Interest Credited,Sky Bank,
3592209,1869,2019-12-31,Credit,Interest Credit,197,46770.3,Interest Credited,Sky Bank,
3591179,1836,2019-12-31,Credit,Interest Credit,121,30067.9,Interest Credited,Sky Bank,
3590860,1829,2019-12-31,Credit,Interest Credit,178,42964.5,Interest Credited,Sky Bank,
3593202,1900,2019-12-31,Credit,Interest Credit,235,47802.6,Interest Credited,Sky Bank,
3593565,1909,2019-12-31,Credit,Interest Credit,78,18297.4,Interest Credited,Sky Bank,
3618742,2667,2019-12-31,Credit,Interest Credit,64,14221,Interest Credited,Sky Bank,
3617327,2624,2019-12-31,Credit,Interest Credit,229,46675.1,Interest Credited,Sky Bank,
3618253,2651,2019-12-31,Credit,Interest Credit,283,52092.9,Interest Credited,Sky Bank,
3619076,2676,2019-12-31,Credit,Interest Credit,183,50254.4,Interest Credited,Sky Bank,
3617537,2632,2019-12-31,Credit,Interest Credit,110,26702.5,Interest Credited,Sky Bank,
3620333,2717,2019-12-31,Credit,Interest Credit,45,15808.5,Interest Credited,Sky Bank,
3617465,2631,2019-12-31,Credit,Interest Credit,80,18738.6,Interest Credited,Sky Bank,
3620689,2731,2019-12-31,Credit,Interest Credit,208,48591,Interest Credited,Sky Bank,
3617857,2642,2019-12-31,Credit,Interest Credit,180,39701.5,Interest Credited,Sky Bank,
3620460,2723,2019-12-31,Credit,Interest Credit,117,31909.4,Interest Credited,Sky Bank,
3620754,2732,2019-12-31,Credit,Interest Credit,312,105901,Interest Credited,Sky Bank,
3620308,2716,2019-12-31,Credit,Interest Credit,207,45762.9,Interest Credited,Sky Bank,
3618184,2650,2019-12-31,Credit,Interest Credit,186,43814,Interest Credited,Sky Bank,
3618384,2655,2019-12-31,Credit,Interest Credit,231,56812.4,Interest Credited,Sky Bank,
3617165,2620,2019-12-31,Credit,Interest Credit,90,20123.8,Interest Credited,Sky Bank,
3617294,2623,2019-12-31,Credit,Interest Credit,174,41127.4,Interest Credited,Sky Bank,
3619386,2688,2019-12-31,Credit,Interest Credit,47,11183.6,Interest Credited,Sky Bank,
3619278,2686,2019-12-31,Credit,Interest Credit,77,15700.1,Interest Credited,Sky Bank,
3618429,2657,2019-12-31,Credit,Interest Credit,20,13295.8,Interest Credited,Sky Bank,
3618087,2647,2019-12-31,Credit,Interest Credit,227,53248.2,Interest Credited,Sky Bank,
3618151,2649,2019-12-31,Credit,Interest Credit,260,61241.9,Interest Credited,Sky Bank,
3618356,2654,2019-12-31,Credit,Interest Credit,110,26210.4,Interest Credited,Sky Bank,
3619737,2697,2019-12-31,Credit,Interest Credit,172,39567.8,Interest Credited,Sky Bank,
3620553,2726,2019-12-31,Credit,Interest Credit,194,41811.9,Interest Credited,Sky Bank,
3617651,2638,2019-12-31,Credit,Interest Credit,203,45067.1,Interest Credited,Sky Bank,
3617357,2625,2019-12-31,Credit,Interest Credit,339,83225.9,Interest Credited,Sky Bank,
3617203,2621,2019-12-31,Credit,Interest Credit,62,13602.7,Interest Credited,Sky Bank,
3620046,2707,2019-12-31,Credit,Interest Credit,123,28555,Interest Credited,Sky Bank,
3619922,2702,2019-12-31,Credit,Interest Credit,254,41975.8,Interest Credited,Sky Bank,
3619473,2691,2019-12-31,Credit,Interest Credit,100,28498.1,Interest Credited,Sky Bank,
3617100,2619,2019-12-31,Credit,Interest Credit,164,41340.3,Interest Credited,Sky Bank,
3618282,2652,2019-12-31,Credit,Interest Credit,194,38477.8,Interest Credited,Sky Bank,
3619242,2685,2019-12-31,Credit,Interest Credit,20,9644.1,Interest Credited,Sky Bank,
3620960,2736,2019-12-31,Credit,Interest Credit,59,13910.1,Interest Credited,Sky Bank,
3619589,2694,2019-12-31,Credit,Interest Credit,192,48592.6,Interest Credited,Sky Bank,
3619887,2701,2019-12-31,Credit,Interest Credit,236,60579.9,Interest Credited,Sky Bank,
3619183,2681,2019-12-31,Credit,Interest Credit,269,61036.5,Interest Credited,Sky Bank,
3619104,2677,2019-12-31,Credit,Interest Credit,175,48641.3,Interest Credited,Sky Bank,
3620135,2711,2019-12-31,Credit,Interest Credit,180,36293.6,Interest Credited,Sky Bank,
3620488,2724,2019-12-31,Credit,Interest Credit,157,39281.3,Interest Credited,Sky Bank,
3619822,2700,2019-12-31,Credit,Interest Credit,109,20205.2,Interest Credited,Sky Bank,
3618614,2664,2019-12-31,Credit,Interest Credit,223,50691.2,Interest Credited,Sky Bank,
3620618,2729,2019-12-31,Credit,Interest Credit,192,51775.3,Interest Credited,Sky Bank,
3620990,2737,2019-12-31,Credit,Interest Credit,260,63665.4,Interest Credited,Sky Bank,
3620200,2712,2019-12-31,Credit,Interest Credit,117,25486.4,Interest Credited,Sky Bank,
3618511,2662,2019-12-31,Credit,Interest Credit,105,24903,Interest Credited,Sky Bank,
3617436,2629,2019-12-31,Credit,Interest Credit,239,62945.4,Interest Credited,Sky Bank,
3620650,2730,2019-12-31,Credit,Interest Credit,80,17667.3,Interest Credited,Sky Bank,
3618000,2645,2019-12-31,Credit,Interest Credit,159,39995.7,Interest Credited,Sky Bank,
3619652,2695,2019-12-31,Credit,Interest Credit,290,62851,Interest Credited,Sky Bank,
3619506,2692,2019-12-31,Credit,Interest Credit,118,28750.9,Interest Credited,Sky Bank,
3617719,2639,2019-12-31,Credit,Interest Credit,164,43822.6,Interest Credited,Sky Bank,
3618864,2670,2019-12-31,Credit,Interest Credit,84,17528.7,Interest Credited,Sky Bank,
3618555,2663,2019-12-31,Credit,Interest Credit,119,28378.9,Interest Credited,Sky Bank,
3620257,2713,2019-12-31,Credit,Interest Credit,161,39853,Interest Credited,Sky Bank,
3617231,2622,2019-12-31,Credit,Interest Credit,135,35860.7,Interest Credited,Sky Bank,
3617408,2627,2019-12-31,Credit,Interest Credit,68,11987,Interest Credited,Sky Bank,
3619998,2705,2019-12-31,Credit,Interest Credit,177,39997.2,Interest Credited,Sky Bank,
3620809,2733,2019-12-31,Credit,Interest Credit,135,32100.2,Interest Credited,Sky Bank,
3617069,2618,2019-12-31,Credit,Interest Credit,85,13697.3,Interest Credited,Sky Bank,
3619344,2687,2019-12-31,Credit,Interest Credit,80,18208,Interest Credited,Sky Bank,
3618927,2671,2019-12-31,Credit,Interest Credit,114,24552.4,Interest Credited,Sky Bank,
3619005,2673,2019-12-31,Credit,Interest Credit,116,24412.6,Interest Credited,Sky Bank,
3620368,2719,2019-12-31,Credit,Interest Credit,98,24141.3,Interest Credited,Sky Bank,
3618684,2666,2019-12-31,Credit,Interest Credit,57,13824.8,Interest Credited,Sky Bank,
3617814,2641,2019-12-31,Credit,Interest Credit,291,70873.7,Interest Credited,Sky Bank,
3617746,2640,2019-12-31,Credit,Interest Credit,139,37532.5,Interest Credited,Sky Bank,
3676578,6461,2019-12-31,Credit,Interest Credit,263,62821.2,Interest Credited,Sky Bank,
3682640,9017,2019-12-31,Credit,Interest Credit,79,19333.1,Interest Credited,Sky Bank,
3679126,6950,2019-12-31,Credit,Interest Credit,151,42447.7,Interest Credited,Sky Bank,
3673086,5794,2019-12-31,Credit,Interest Credit,81,20253.9,Interest Credited,Sky Bank,
3675382,6273,2019-12-31,Credit,Interest Credit,211,64043,Interest Credited,Sky Bank,
3682729,9337,2019-12-31,Credit,Interest Credit,103,36369.5,Interest Credited,Sky Bank,
3676011,6363,2019-12-31,Credit,Interest Credit,201,49275.6,Interest Credited,Sky Bank,
3675871,6353,2019-12-31,Credit,Interest Credit,292,75091.8,Interest Credited,Sky Bank,
3682403,6118,2019-12-31,Credit,Interest Credit,240,51689.4,Interest Credited,Sky Bank,
3681639,2572,2019-12-31,Credit,Interest Credit,226,52312.3,Interest Credited,Sky Bank,
3676313,6425,2019-12-31,Credit,Interest Credit,70,19681.3,Interest Credited,Sky Bank,
3678970,6930,2019-12-31,Credit,Interest Credit,220,46684.9,Interest Credited,Sky Bank,
3677668,6688,2019-12-31,Credit,Interest Credit,131,27992.2,Interest Credited,Sky Bank,
3682814,9814,2019-12-31,Credit,Interest Credit,44,12126.6,Interest Credited,Sky Bank,
3675946,6358,2019-12-31,Credit,Interest Credit,187,28497.5,Interest Credited,Sky Bank,
3681570,2335,2019-12-31,Credit,Interest Credit,76,12867.1,Interest Credited,Sky Bank,
3676786,6510,2019-12-31,Credit,Interest Credit,55,40999,Interest Credited,Sky Bank,
3673111,5817,2019-12-31,Credit,Interest Credit,12,13178.4,Interest Credited,Sky Bank,
3681084,7262,2019-12-31,Credit,Interest Credit,138,37833,Interest Credited,Sky Bank,
3676745,6495,2019-12-31,Credit,Interest Credit,208,41269.9,Interest Credited,Sky Bank,
